"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"gadolinite",114612194,,"noun.substance",27,"n","ytterbite#1(ytterbite%1:27:00::),gadolinite#1(gadolinite%1:27:00::)","a mineral that is a source of rare earths; consists of silicates of iron and beryllium and cerium and yttrium and erbium","","ytterbite,gadolinite",1,16,"substance meronym",114576883,"noun.substance",27,"n","atomic number 67#1(atomic_number_67%1:27:00::),holmium#1(holmium%1:27:00::),Ho#1(ho%1:27:00::)","a trivalent metallic element of the rare earth group; occurs together with yttrium; forms highly magnetic compounds","","atomic number 67,holmium,Ho"
"zircon",115034259,,"noun.substance",27,"n","zirconium silicate#1(zirconium_silicate%1:27:00::),zircon#1(zircon%1:27:00::)","a common mineral occurring in small crystals; chief source of zirconium; used as a refractory when opaque and as a gem when transparent","","zirconium silicate,zircon",1,16,"substance meronym",114598943,"noun.substance",27,"n","atomic number 40#1(atomic_number_40%1:27:00::),Zr#1(zr%1:27:00::),zirconium#1(zirconium%1:27:00::)","a lustrous grey strong metallic element resembling titanium; it is used in nuclear reactors as a neutron absorber; it occurs in baddeleyite but is obtained chiefly from zircon","","atomic number 40,Zr,zirconium"
"acetylsalicylic acid",102745407,,"noun.artifact",6,"n","aspirin#1(aspirin%1:06:00::),acetylsalicylic acid#1(acetylsalicylic_acid%1:06:00::)","the acetylated derivative of salicylic acid; used as an analgesic anti-inflammatory drug usually taken in tablet form; used as an antipyretic; slows clotting of the blood by poisoning platelets","","aspirin,acetylsalicylic acid",1,16,"substance meronym",114936661,"noun.substance",27,"n","salicylic acid#1(salicylic_acid%1:27:00::),2-hydroxybenzoic acid#1(2-hydroxybenzoic_acid%1:27:00::)","a white crystalline substance with a bitter aftertaste; used as a fungicide or in making aspirin or dyes or perfumes","","salicylic acid,2-hydroxybenzoic acid"
"seawater",114935470,1,"noun.substance",27,"n","brine#1(brine%1:27:00::),seawater#1(seawater%1:27:00::),saltwater#1(saltwater%1:27:00::)","water containing salts","the water in the ocean is all saltwater","brine,seawater,saltwater",1,16,"substance meronym",114608648,"noun.substance",27,"n","sodium chloride#1(sodium_chloride%1:27:00::),common salt#1(common_salt%1:27:00::)","a white crystalline solid consisting mainly of sodium chloride (NaCl)","","sodium chloride,common salt"
"crystal",114808801,,"noun.substance",27,"n","quartz#1(quartz%1:27:01::),lechatelierite#1(lechatelierite%1:27:00::),vitreous silica#1(vitreous_silica%1:27:00::),quartz glass#1(quartz_glass%1:27:00::),crystal#4(crystal%1:27:01::)","colorless glass made of almost pure silica","","quartz,lechatelierite,vitreous silica,quartz glass,crystal",4,16,"substance meronym",114967298,"noun.substance",27,"n","silica#1(silica%1:27:00::),silicon oxide#1(silicon_oxide%1:27:00::),silicon dioxide#1(silicon_dioxide%1:27:00::)","a white or colorless vitreous insoluble solid (SiO2); various forms occur widely in the earth's crust as quartz or cristobalite or tridymite or lechatelierite","","silica,silicon oxide,silicon dioxide"
"vitreous silica",114808801,,"noun.substance",27,"n","quartz#1(quartz%1:27:01::),lechatelierite#1(lechatelierite%1:27:00::),vitreous silica#1(vitreous_silica%1:27:00::),quartz glass#1(quartz_glass%1:27:00::),crystal#4(crystal%1:27:01::)","colorless glass made of almost pure silica","","quartz,lechatelierite,vitreous silica,quartz glass,crystal",1,16,"substance meronym",114967298,"noun.substance",27,"n","silica#1(silica%1:27:00::),silicon oxide#1(silicon_oxide%1:27:00::),silicon dioxide#1(silicon_dioxide%1:27:00::)","a white or colorless vitreous insoluble solid (SiO2); various forms occur widely in the earth's crust as quartz or cristobalite or tridymite or lechatelierite","","silica,silicon oxide,silicon dioxide"
"air",114771042,42,"noun.substance",27,"n","air#1(air%1:27:00::)","a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of","air pollution|a smell of chemicals in the air|open a window and let in some air|I need some fresh air","air",1,16,"substance meronym",114582813,"noun.substance",27,"n","atomic number 10#1(atomic_number_10%1:27:00::),neon#1(neon%1:27:00::),Ne#1(ne%1:27:00::)","a colorless odorless gaseous element that give a red glow in a vacuum tube; one of the six inert gasses; occurs in the air in small amounts","","atomic number 10,neon,Ne"
"iron ore",114851643,,"noun.substance",27,"n","iron ore#1(iron_ore%1:27:00::)","an ore from which iron can be extracted","","iron ore",1,16,"substance meronym",114579078,"noun.substance",27,"n","atomic number 26#1(atomic_number_26%1:27:00::),iron#1(iron%1:27:00::),Fe#1(fe%1:27:00::)","a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood","","atomic number 26,iron,Fe"
"mentholated salve",103711535,,"noun.artifact",6,"n","mentholated salve#1(mentholated_salve%1:06:00::)","a salve containing menthol","","mentholated salve",1,16,"substance meronym",114877564,"noun.substance",27,"n","menthol#1(menthol%1:27:00::)","a crystalline compound that has the cool and minty taste and odor that occurs naturally in peppermint oil; used as a flavoring and in medicine to relieve itching, pain, and nasal congestion","","menthol"
"briarroot",112163132,,"noun.plant",20,"n","briarroot#1(briarroot%1:20:00::)","hard woody root of the briar Erica arborea","","briarroot",1,16,"substance meronym",112163268,"noun.plant",20,"n","briarwood#1(briarwood%1:20:00::),brierwood#1(brierwood%1:20:00::),brier-wood#1(brier-wood%1:20:00::)","wood from the hard woody root of the briar Erica arborea; used to make tobacco pipes","","briarwood,brierwood,brier-wood"
"gold",113307736,8,"noun.possession",21,"n","gold#1(gold%1:21:00::)","coins made of gold","","gold",1,16,"substance meronym",114575460,"noun.substance",27,"n","atomic number 79#1(atomic_number_79%1:27:00::),Au#1(au%1:27:00::),gold#3(gold%1:27:00::)","a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia","","atomic number 79,Au,gold"
"dental gold",114763832,,"noun.substance",27,"n","dental gold#1(dental_gold%1:27:00::)","an alloy of gold used in dentistry","","dental gold",1,16,"substance meronym",114575460,"noun.substance",27,"n","atomic number 79#1(atomic_number_79%1:27:00::),Au#1(au%1:27:00::),gold#3(gold%1:27:00::)","a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia","","atomic number 79,Au,gold"
"lignum vitae",112657551,,"noun.plant",20,"n","Guaiacum officinale#1(guaiacum_officinale%1:20:00::),lignum vitae#2(lignum_vitae%1:20:00::)","small evergreen tree of Caribbean and southern Central America to northern South America; a source of lignum vitae wood, hardest of commercial timbers, and a medicinal resin","","Guaiacum officinale,lignum vitae",2,16,"substance meronym",112657862,"noun.plant",20,"n","guaiac#1(guaiac%1:20:00::),lignum vitae#1(lignum_vitae%1:20:02::),guaiacum#2(guaiacum%1:20:02::)","hard greenish-brown wood of the lignum vitae tree and other trees of the genus Guaiacum","","guaiac,lignum vitae,guaiacum"
"guaiacum officinale",112657551,,"noun.plant",20,"n","Guaiacum officinale#1(guaiacum_officinale%1:20:00::),lignum vitae#2(lignum_vitae%1:20:00::)","small evergreen tree of Caribbean and southern Central America to northern South America; a source of lignum vitae wood, hardest of commercial timbers, and a medicinal resin","","Guaiacum officinale,lignum vitae",1,16,"substance meronym",112657862,"noun.plant",20,"n","guaiac#1(guaiac%1:20:00::),lignum vitae#1(lignum_vitae%1:20:02::),guaiacum#2(guaiacum%1:20:02::)","hard greenish-brown wood of the lignum vitae tree and other trees of the genus Guaiacum","","guaiac,lignum vitae,guaiacum"
"zebrawood",111680992,,"noun.plant",20,"n","zebrawood tree#1(zebrawood_tree%1:20:00::),zebrawood#2(zebrawood%1:20:00::)","any of various trees or shrubs having mottled or striped wood","","zebrawood tree,zebrawood",2,16,"substance meronym",111681235,"noun.plant",20,"n","zebrawood#1(zebrawood%1:20:02::)","handsomely striped or mottled wood of the zebrawood tree; used especially for cabinetwork","","zebrawood"
"yellow locust",112503397,,"noun.plant",20,"n","Robinia pseudoacacia#1(robinia_pseudoacacia%1:20:00::),yellow locust#1(yellow_locust%1:20:00::),black locust#2(black_locust%1:20:00::)","large thorny tree of eastern and central United States having pinnately compound leaves and drooping racemes of white flowers; widely naturalized in many varieties in temperate regions","","Robinia pseudoacacia,yellow locust,black locust",1,16,"substance meronym",112503717,"noun.plant",20,"n","black locust#1(black_locust%1:20:02::)","strong stiff wood of a black-locust tree; very resistant to decay","","black locust"
"bitter spar",114610372,,"noun.substance",27,"n","bitter spar#1(bitter_spar%1:27:00::),dolomite#2(dolomite%1:27:01::)","a light colored mineral consisting of calcium magnesium carbonate; a source of magnesium; used as a ceramic and as fertilizer","","bitter spar,dolomite",1,16,"substance meronym",114580910,"noun.substance",27,"n","atomic number 12#1(atomic_number_12%1:27:00::),magnesium#1(magnesium%1:27:00::),Mg#2(mg%1:27:00::)","a light silver-white ductile bivalent metallic element; in pure form it burns with brilliant white flame; occurs naturally only in combination (as in magnesite and dolomite and carnallite and spinel and olivine)","","atomic number 12,magnesium,Mg"
"white pepper",113085009,,"noun.plant",20,"n","black pepper#1(black_pepper%1:20:00::),common pepper#1(common_pepper%1:20:00::),white pepper#1(white_pepper%1:20:00::),pepper#1(pepper%1:20:01::),Piper nigrum#1(piper_nigrum%1:20:00::),Madagascar pepper#1(madagascar_pepper%1:20:00::)","climber having dark red berries (peppercorns) when fully ripe; southern India and Sri Lanka; naturalized in northern Burma and Assam","","black pepper,common pepper,white pepper,pepper,Piper nigrum,Madagascar pepper",1,16,"substance meronym",114959210,"noun.substance",27,"n","piperine#1(piperine%1:27:00::),piperin#1(piperin%1:27:00::)","derived from pepper (especially black pepper); source of the hotness of black and white pepper","","piperine,piperin"
"galena",114612535,,"noun.substance",27,"n","galena#1(galena%1:27:00::)","soft blue-grey mineral; lead sulfide; a major source of lead","","galena",1,16,"substance meronym",114580128,"noun.substance",27,"n","atomic number 82#1(atomic_number_82%1:27:00::),Pb#1(pb%1:27:00::),lead#2(lead%1:27:00::)","a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull grey","the children were playing with lead soldiers","atomic number 82,Pb,lead"
"talcum powder",104326815,,"noun.artifact",6,"n","talcum powder#1(talcum_powder%1:06:00::),talcum#2(talcum%1:06:00::)","a toilet powder made of purified talc and usually scented; absorbs excess moisture","","talcum powder,talcum",1,16,"substance meronym",114992037,"noun.substance",27,"n","talcum#1(talcum%1:27:00::),talc#1(talc%1:27:00::)","a fine grained mineral having a soft soapy feel and consisting of hydrated magnesium silicate; used in a variety of products including talcum powder","","talcum,talc"
"elastic tissue",105218997,,"noun.body",8,"n","elastic tissue#1(elastic_tissue%1:08:00::)","connective tissue consisting chiefly of elastic fibers found in the dermis of the skin and in the walls of veins and arteries and in some tendons and ligaments","","elastic tissue",1,16,"substance meronym",105219360,"noun.body",8,"n","elastin#1(elastin%1:08:00::)","a fibrous scleroprotein found in elastic tissues such as the walls of arteries","","elastin"
"columbite",114620484,,"noun.substance",27,"n","niobite#1(niobite%1:27:00::),columbite#1(columbite%1:27:00::)","a black mineral that is an ore of niobium and tantalum","","niobite,columbite",1,16,"substance meronym",114593328,"noun.substance",27,"n","atomic number 73#1(atomic_number_73%1:27:00::),Ta#1(ta%1:27:00::),tantalum#1(tantalum%1:27:00::)","a hard grey lustrous metallic element that is highly resistant to corrosion; occurs in niobite and fergusonite and tantalite","","atomic number 73,Ta,tantalum"
"niobite",114620484,,"noun.substance",27,"n","niobite#1(niobite%1:27:00::),columbite#1(columbite%1:27:00::)","a black mineral that is an ore of niobium and tantalum","","niobite,columbite",1,16,"substance meronym",114583603,"noun.substance",27,"n","atomic number 41#1(atomic_number_41%1:27:00::),niobium#1(niobium%1:27:00::),Nb#1(nb%1:27:00::)","a soft grey ductile metallic element used in alloys; occurs in niobite; formerly called columbium","","atomic number 41,niobium,Nb"
"lint",114866169,3,"noun.substance",27,"n","lint#1(lint%1:27:02::)","fine ravellings of cotton or linen fibers","","lint",1,16,"substance meronym",114929582,"noun.substance",27,"n","ravelling#1(ravelling%1:27:00::),raveling#1(raveling%1:27:00::)","a bit of fiber that has become separated from woven fabric","","ravelling,raveling"
"ribonucleic acid",114762407,,"noun.substance",27,"n","RNA#1(rna%1:27:00::),ribonucleic acid#1(ribonucleic_acid%1:27:00::)","(biochemistry) a long linear polymer of nucleotides found in the nucleus but mainly in the cytoplasm of a cell where it is associated with microsomes; it transmits genetic information from DNA to the cytoplasm and controls certain chemical processes in the cell","ribonucleic acid is the genetic material of some viruses","RNA,ribonucleic acid",1,16,"substance meronym",114632956,"noun.substance",27,"n","ribose#1(ribose%1:27:00::)","a pentose sugar important as a component of ribonucleic acid","","ribose"
"myroxylon balsamum pereirae",112486668,,"noun.plant",20,"n","Peruvian balsam#1(peruvian_balsam%1:20:00::),Myroxylon pereirae#1(myroxylon_pereirae%1:20:00::),Myroxylon balsamum pereirae#1(myroxylon_balsamum_pereirae%1:20:00::)","tree of South and Central America yielding an aromatic balsam","","Peruvian balsam,Myroxylon pereirae,Myroxylon balsamum pereirae",1,16,"substance meronym",112487088,"noun.plant",20,"n","balsam of Peru#1(balsam_of_peru%1:20:00::)","dark brown syrupy balsam from the Peruvian balsam tree used especially in dressing wounds and treating certain skin diseases","","balsam of Peru"
"gadolinite",114612194,,"noun.substance",27,"n","ytterbite#1(ytterbite%1:27:00::),gadolinite#1(gadolinite%1:27:00::)","a mineral that is a source of rare earths; consists of silicates of iron and beryllium and cerium and yttrium and erbium","","ytterbite,gadolinite",1,16,"substance meronym",114598144,"noun.substance",27,"n","atomic number 70#1(atomic_number_70%1:27:00::),Yb#1(yb%1:27:00::),ytterbium#1(ytterbium%1:27:00::)","a soft silvery metallic element; a rare earth of the lanthanide series; it occurs in gadolinite and monazite and xenotime","","atomic number 70,Yb,ytterbium"
"ytterbite",114612194,,"noun.substance",27,"n","ytterbite#1(ytterbite%1:27:00::),gadolinite#1(gadolinite%1:27:00::)","a mineral that is a source of rare earths; consists of silicates of iron and beryllium and cerium and yttrium and erbium","","ytterbite,gadolinite",1,16,"substance meronym",114598144,"noun.substance",27,"n","atomic number 70#1(atomic_number_70%1:27:00::),Yb#1(yb%1:27:00::),ytterbium#1(ytterbium%1:27:00::)","a soft silvery metallic element; a rare earth of the lanthanide series; it occurs in gadolinite and monazite and xenotime","","atomic number 70,Yb,ytterbium"
