"MORPHID","LEMMA","POS","MORPH"
4078,"stealthy","a","stealthiest"
4077,"stealthy","a","stealthier"
4080,"steamy","a","steamiest"
4079,"steamy","a","steamier"
4307,"tarry","v","tarried"
4309,"tarsus","n","tarsi"
4311,"tassel","v","tasselling"
4310,"tassel","v","tasselled"
4313,"tasty","a","tastiest"
4312,"tasty","a","tastier"
4317,"tat","v","tatting"
4314,"tat","v","tatted"
4316,"tatty","a","tattiest"
4315,"tatty","a","tattier"
4320,"tawdry","a","tawdriest"
4319,"tawdry","a","tawdrier"
4322,"tax","n","taxes"
4325,"taxi","v","taxying"
4323,"taxi","n","taxies"
4324,"taxis","v","taxis"
4322,"taxis","n","taxes"
4321,"taxon","n","taxa"
4318,"teach","v","taught"
4444,"tear","v","torn"
4442,"tear","v","tore"
4534,"tug","v","tugging"
4533,"tug","v","tugged"
4535,"tumefy","v","tumefied"
4539,"tun","v","tunning"
4536,"tun","v","tunned"
4538,"tunnel","v","tunnelling"
4537,"tunnel","v","tunnelled"
4541,"tup","v","tupping"
4540,"tup","v","tupped"
4454,"turaco","n","touracos"
4542,"turf","n","turves"
3786,"sip","v","sipping"
3785,"sip","v","sipped"
3787,"sister-in-law","n","sisters-in-law"
4081,"stele","n","stelae"
4084,"stem","v","stemming"
4083,"stem","v","stemmed"
4082,"stemma","n","stemmata"
4086,"stencil","v","stencilling"
4085,"stencil","v","stencilled"
4087,"stenosis","n","stenoses"
4090,"step","v","stepping"
4089,"step","v","stepped"
4088,"stepchild","n","stepchildren"
4091,"sternum","n","sterna"
4093,"stet","v","stetting"
4092,"stet","v","stetted"
4167,"stick","v","stuck"
4327,"teasel","v","teaselling"
4326,"teasel","v","teaselled"
4329,"techy","a","techiest"
4328,"techy","a","techier"
4331,"ted","v","tedding"
4330,"ted","v","tedded"
4332,"teenager","a","teenager"
4334,"teeny","a","teeniest"
4333,"teeny","a","teenier"
4336,"teetotaler","a","teetotaler"
4337,"telamon","n","telamones"
4430,"tell","v","told"
4544,"tut-tut","v","tut-tutting"
4543,"tut-tut","v","tut-tutted"
4546,"tweedy","a","tweediest"
4545,"tweedy","a","tweedier"
4550,"twig","v","twigging"
4547,"twig","v","twigged"
4549,"twiggy","a","twiggiest"
4548,"twiggy","a","twiggier"
4552,"twin","v","twinning"
4551,"twin","v","twinned"
4554,"twit","v","twitting"
4553,"twit","v","twitted"
3788,"sit","v","sitting"
3553,"sit","v","sat"
3790,"sketchy","a","sketchiest"
3789,"sketchy","a","sketchier"
3791,"skewer","a","skewer"
3792,"ski","v","ski'd"
3794,"skid","v","skidding"
3793,"skid","v","skidded"
3796,"skim","v","skimming"
3795,"skim","v","skimmed"
3798,"skimpy","a","skimpiest"
3797,"skimpy","a","skimpier"
3802,"skin","v","skinning"
3799,"skin","v","skinned"
3801,"skinny","a","skinniest"
3800,"skinny","a","skinnier"
3804,"skinny-dip","v","skinny-dipping"
3803,"skinny-dip","v","skinny-dipped"
3806,"skip","v","skipping"
3805,"skip","v","skipped"
3807,"skivvy","v","skivvied"
4095,"stigma","n","stigmata"
4096,"stiletto","v","stilettoeing"
4097,"stimulus","n","stimuli"
4176,"sting","v","stung"
4099,"stingy","a","stingiest"
4098,"stingy","a","stingier"
4177,"stink","v","stunk"
4058,"stink","v","stank"
4102,"stir","v","stirring"
4101,"stir","v","stirred"
4103,"stocker","a","stocker"
4104,"stockfish","n","stockfishes"
4106,"stocky","a","stockiest"
4105,"stocky","a","stockier"
4108,"stodgy","a","stodgiest"
4107,"stodgy","a","stodgier"
4111,"stoma","n","stomata"
4338,"tempo","n","tempi"
4339,"tenderfoot","n","tenderfeet"
4340,"tenia","n","teniae"
4278,"tenia","n","taeniae"
4341,"teras","n","terata"
4342,"teredo","n","teredines"
4556,"tympanum","n","tympana"
4557,"typeset","v","typesetting"
4559,"typewrite","v","typewrote"
4558,"typewrite","v","typewritten"
4560,"typify","v","typified"
4561,"tyro","n","tyros"
4562,"ubermensch","n","ubermenschen"
4564,"ugli","n","uglies"
4566,"uglify","v","uglified"
4565,"ugly","a","ugliest"
4563,"ugly","a","uglier"
4567,"uighur","n","uigurs"
4568,"ulna","n","ulnae"
4569,"ultimatum","n","ultimata"
3808,"skydive","v","skydove"
3810,"slab","v","slabbing"
3809,"slab","v","slabbed"
3812,"slag","v","slagging"
3811,"slag","v","slagged"
3815,"slam","v","slamming"
3814,"slam","v","slammed"
3819,"slap","v","slapping"
3818,"slap","v","slapped"
3817,"slaphappy","a","slaphappiest"
3816,"slaphappy","a","slaphappier"
3823,"slat","v","slatting"
3822,"slat","v","slatted"
3821,"slaty","a","slatiest"
3820,"slaty","a","slatier"
3824,"slaver","a","slaver"
3831,"slay","v","slew"
3813,"slay","v","slain"
3826,"sleazy","a","sleaziest"
3825,"sleazy","a","sleazier"
3827,"sled","v","sledding"
3830,"sleep","v","slept"
3829,"sleepy","a","sleepiest"
3828,"sleepy","a","sleepier"
3833,"slide","v","slidden"
3832,"slide","v","slid"
3839,"slim","a","slimmest"
3838,"slim","a","slimmer"
3837,"slimy","a","slimiest"
3836,"slimy","a","slimier"
3857,"sling","v","slung"
3858,"slink","v","slunk"
3843,"slip","v","slipping"
3840,"slip","v","slipped"
3842,"slippy","a","slippiest"
3841,"slippy","a","slippier"
3844,"slit","v","slitting"
4112,"stonefish","n","stonefishes"
4114,"stony","a","stoniest"
4113,"stony","a","stonier"
4117,"stop","v","stopping"
4116,"stop","v","stopped"
4120,"stormy","a","stormiest"
4119,"stormy","a","stormier"
4118,"story","v","storied"
4122,"stotinka","n","stotkini"
4121,"stotinka","n","stotinki"
4126,"strap","v","strapping"
4125,"strap","v","strapped"
4124,"strappado","n","strappadoes"
4129,"stratify","v","stratified"
4127,"stratum","n","strata"
4128,"stratus","n","strati"
4343,"terminus","n","termini"
4344,"terrarium","n","terraria"
4345,"terrify","v","terrified"
4346,"terzetto","n","terzetti"
4347,"tessera","n","tesserae"
4348,"testa","n","testae"
4349,"tester","a","tester"
4353,"testify","v","testified"
4350,"testis","n","testes"
4354,"testudo","n","testudines"
4352,"testy","a","testiest"
4351,"testy","a","testier"
4356,"tetchy","a","tetchiest"
4355,"tetchy","a","tetchier"
4357,"tetrahedron","n","tetrahedra"
4358,"tetraskelion","n","tetraskelia"
4570,"umbilicus","n","umbilici"
4571,"umbo","n","umbones"
4572,"umbra","n","umbrae"
4574,"unbar","v","unbarring"
4573,"unbar","v","unbarred"
4575,"unbend","v","unbent"
4576,"unbind","v","unbound"
3846,"slog","v","slogging"
3845,"slog","v","slogged"
3850,"slop","v","slopping"
3847,"slop","v","slopped"
3849,"sloppy","a","sloppiest"
3848,"sloppy","a","sloppier"
3852,"slot","v","slotting"
3851,"slot","v","slotted"
3854,"slug","v","slugging"
3853,"slug","v","slugged"
3856,"slum","v","slumming"
3855,"slum","v","slummed"
3860,"slur","v","slurring"
3859,"slur","v","slurred"
3862,"sly","a","slyest"
3861,"sly","a","slyer"
3835,"sly","a","sliest"
3834,"sly","a","slier"
3864,"smarmy","a","smarmiest"
3863,"smarmy","a","smarmier"
3867,"smell","v","smelt"
3866,"smelly","a","smelliest"
3865,"smelly","a","smellier"
3872,"smite","v","smote"
3869,"smite","v","smitten"
3868,"smite","v","smit"
3871,"smoky","a","smokiest"
3870,"smoky","a","smokier"
4131,"streaky","a","streakiest"
4130,"streaky","a","streakier"
4132,"street child","n","street children"
4133,"streptococcus","n","streptococci"
4134,"stretcher","a","stretcher"
4136,"stretchy","a","stretchiest"
4135,"stretchy","a","stretchier"
4137,"strew","v","strewn"
4138,"stria","n","striae"
4148,"stride","v","strode"
4139,"stride","v","stridden"
4157,"strike","v","struck"
4161,"string","v","strung"
4141,"stringy","a","stringiest"
4140,"stringy","a","stringier"
4145,"strip","v","stripping"
4144,"strip","v","stripped"
4100,"striper","a","stiper"
4143,"stripy","a","stripiest"
4142,"stripy","a","stripier"
4156,"strive","v","strove"
4146,"strive","v","striven"
4147,"strobilus","n","strobili"
4149,"stroma","n","stromata"
4151,"strong","a","strongest"
4150,"strong","a","stronger"
4359,"thalamus","n","thalami"
4360,"thallus","n","thalli"
4361,"theca","n","thecae"
4580,"unclog","v","unclogging"
4579,"unclog","v","unclogged"
4578,"unclothe","v","unclad"
4577,"uncus","n","unci"
4581,"underbid","v","underbidding"
4582,"undercut","v","undercutting"
4583,"undergird","v","undergirt"
4598,"undergo","v","underwent"
4584,"undergo","v","undergone"
4585,"underlay","v","underlaid"
4588,"underlie","v","underlying"
4587,"underlie","v","underlay"
4586,"underlie","v","underlain"
3874,"smug","a","smuggest"
3873,"smug","a","smugger"
3876,"smut","v","smutting"
3875,"smut","v","smutted"
3878,"snag","v","snagging"
3877,"snag","v","snagged"
3879,"snailfish","n","snailfishes"
3881,"snaky","a","snakiest"
3880,"snaky","a","snakier"
3885,"snap","v","snapping"
3882,"snap","v","snapped"
3884,"snappy","a","snappiest"
3883,"snappy","a","snappier"
3887,"snazzy","a","snazziest"
3886,"snazzy","a","snazzier"
3906,"sneak","v","snuck"
3888,"sneaker","a","sneaker"
3890,"sniffy","a","sniffiest"
3889,"sniffy","a","sniffier"
3893,"snip","v","snipping"
3892,"snip","v","snipped"
3891,"snipefish","n","snipefishes"
3895,"snivel","v","snivelling"
3894,"snivel","v","snivelled"
3897,"snog","v","snogging"
3896,"snog","v","snogged"
3899,"snooty","a","snootiest"
3898,"snooty","a","snootier"
3901,"snotty","a","snottiest"
3900,"snotty","a","snottier"
3903,"snowy","a","snowiest"
3902,"snowy","a","snowier"
3905,"snub","v","snubbing"
3904,"snub","v","snubbed"
3907,"snuffer","a","snuffer"
3911,"snug","v","snugging"
3910,"snug","a","snuggest"
3909,"snug","a","snugger"
3908,"snug","v","snugged"
4155,"strop","v","stropping"
4152,"strop","v","stropped"
4154,"stroppy","a","stroppiest"
4153,"stroppy","a","stroppier"
4160,"strum","v","strumming"
4159,"strum","v","strummed"
4158,"struma","n","strumae"
4163,"strut","v","strutting"
4162,"strut","v","strutted"
4165,"stub","v","stubbing"
4164,"stub","v","stubbed"
4166,"stucco","n","stuccoes"
4169,"stud","v","studding"
4168,"stud","v","studded"
4170,"study","v","studied"
4172,"stuffy","a","stuffiest"
4171,"stuffy","a","stuffier"
4173,"stultify","v","stultified"
4175,"stumpy","a","stumpiest"
4174,"stumpy","a","stumpier"
4179,"stun","v","stunning"
4178,"stun","v","stunned"
4180,"stupefy","v","stupefied"
4182,"sturdy","a","sturdiest"
4181,"sturdy","a","sturdier"
4094,"sty","v","stied"
4184,"stylopodium","n","stylopodia"
4183,"stylus","n","styli"
4185,"stymie","v","stymying"
4187,"sub","v","subbing"
4186,"sub","v","subbed"
4363,"thesaurus","n","thesauri"
4364,"thesis","n","theses"
4365,"thief","n","thieves"
4371,"thin","v","thinning"
4370,"thin","a","thinnest"
4369,"thin","a","thinner"
4368,"thin","v","thinned"
4378,"think","v","thought"
4379,"think the world of","v","thought the world of"
4367,"think the world of","v","thinks the world of"
4366,"think the world of","v","thinking the world of"
4372,"third-rater","a","third-rater"
4374,"thirsty","a","thirstiest"
4373,"thirsty","a","thirstier"
4589,"underpay","v","underpaid"
4591,"underpin","v","underpinning"
4590,"underpin","v","underpinned"
4593,"undersell","v","undersold"
4592,"undershoot","v","undershot"
4594,"understand","v","understood"
4595,"understudy","v","understudied"
4597,"undertake","v","undertook"
4596,"undertake","v","undertaken"
4600,"underwrite","v","underwrote"
4599,"underwrite","v","underwritten"
4602,"undo","v","undone"
4601,"undo","v","undid"
3913,"soapy","a","soapiest"
3912,"soapy","a","soapier"
3915,"sob","v","sobbing"
3914,"sob","v","sobbed"
3917,"sod","v","sodding"
3916,"sod","v","sodded"
3919,"soft-pedal","v","soft-pedalling"
3918,"soft-pedal","v","soft-pedalled"
4188,"subgenus","n","subgenera"
4189,"sublet","v","subletting"
4190,"submariner","a","submariner"
4192,"submit","v","submitting"
4191,"submit","v","submitted"
4193,"submucosa","n","submucosae"
4375,"thorax","n","thoraces"
4377,"thorny","a","thorniest"
4376,"thorny","a","thornier"
4381,"thready","a","threadiest"
4380,"thready","a","threadier"
4385,"thrifty","a","thriftiest"
4384,"thrifty","a","thriftier"
4392,"thrive","v","throve"
4386,"thrive","v","thriven"
4388,"throaty","a","throatiest"
4387,"throaty","a","throatier"
4390,"throb","v","throbbing"
4389,"throb","v","throbbed"
