"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"magnesium",114580910,,"noun.substance",27,"n","atomic number 12#1(atomic_number_12%1:27:00::),magnesium#1(magnesium%1:27:00::),Mg#2(mg%1:27:00::)","a light silver-white ductile bivalent metallic element; in pure form it burns with brilliant white flame; occurs naturally only in combination (as in magnesite and dolomite and carnallite and spinel and olivine)","","atomic number 12,magnesium,Mg",1,15,"substance holonym",114627232,"noun.substance",27,"n","magnesia#1(magnesia%1:27:00::),periclase#1(periclase%1:27:00::),magnesium oxide#1(magnesium_oxide%1:27:00::)","a white solid mineral that occurs naturally as periclase; a source of magnesium","","magnesia,periclase,magnesium oxide"
"ethanol",114645593,1,"noun.substance",27,"n","fermentation alcohol#1(fermentation_alcohol%1:27:00::),grain alcohol#1(grain_alcohol%1:27:00::),ethyl alcohol#1(ethyl_alcohol%1:27:00::),ethanol#1(ethanol%1:27:00::)","the intoxicating agent in fermented and distilled liquors; used pure or denatured as a solvent or in medicines and colognes and cleaning solutions and rocket fuel; proposed as a renewable clean-burning additive to gasoline","","fermentation alcohol,grain alcohol,ethyl alcohol,ethanol",1,15,"substance holonym",114623348,"noun.substance",27,"n","gasohol#1(gasohol%1:27:00::)","a gasoline substitute consisting of 90% gasoline and 10% grain alcohol from corn","","gasohol"
"bourbon",107837613,1,"noun.food",13,"n","bourbon#2(bourbon%1:13:00::)","whiskey distilled from a mash of corn and malt and rye and aged in charred oak barrels","","bourbon",2,15,"substance holonym",107846386,"noun.food",13,"n","mint julep#1(mint_julep%1:13:00::),julep#1(julep%1:13:00::)","bourbon and sugar and mint over crushed ice","","mint julep,julep"
"iodine",114578058,17,"noun.substance",27,"n","atomic number 53#1(atomic_number_53%1:27:00::),I#1(i%1:27:00::),iodine#1(iodine%1:27:00::),iodin#1(iodin%1:27:00::)","a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)","","atomic number 53,I,iodine,iodin",1,15,"substance holonym",114935470,"noun.substance",27,"n","brine#1(brine%1:27:00::),seawater#1(seawater%1:27:00::),saltwater#1(saltwater%1:27:00::)","water containing salts","the water in the ocean is all saltwater","brine,seawater,saltwater"
"a",114643406,,"noun.substance",27,"n","adenine#1(adenine%1:27:00::),A#4(a%1:27:02::)","(biochemistry) purine base found in DNA and RNA; pairs with thymine in DNA and with uracil in RNA","","adenine,A",4,15,"substance holonym",114760578,"noun.substance",27,"n","desoxyribonucleic acid#1(desoxyribonucleic_acid%1:27:00::),DNA#1(dna%1:27:00::),deoxyribonucleic acid#1(deoxyribonucleic_acid%1:27:00::)","(biochemistry) a long linear polymer found in the nucleus of a cell and formed from nucleotides and shaped like a double helix; associated with the transmission of genetic information","DNA is the king of molecules","desoxyribonucleic acid,DNA,deoxyribonucleic acid"
"chromium",114571753,4,"noun.substance",27,"n","atomic number 24#1(atomic_number_24%1:27:00::),Cr#1(cr%1:27:00::),chromium#1(chromium%1:27:00::)","a hard brittle multivalent metallic element; resistant to corrosion and tarnishing","","atomic number 24,Cr,chromium",1,15,"substance holonym",114607750,"noun.substance",27,"n","chromite#1(chromite%1:27:00::)","a brownish-black mineral; the major source of chromium","","chromite"
"hickory",112255508,,"noun.plant",20,"n","hickory#1(hickory%1:20:02::)","valuable tough heavy hardwood from various hickory trees","","hickory",1,15,"substance holonym",112255233,"noun.plant",20,"n","hickory tree#1(hickory_tree%1:20:00::),hickory#2(hickory%1:20:00::)","American hardwood tree bearing edible nuts","","hickory tree,hickory"
"potassium",114587469,5,"noun.substance",27,"n","atomic number 19#1(atomic_number_19%1:27:00::),potassium#1(potassium%1:27:00::),K#2(k%1:27:00::)","a light soft silver-white metallic element of the alkali metal group; oxidizes rapidly in air and reacts violently with water; is abundant in nature in combined forms occurring in sea water and in carnallite and kainite and sylvite","","atomic number 19,potassium,K",1,15,"substance holonym",114991598,"noun.substance",27,"n","sylvite#1(sylvite%1:27:00::),sylvine#1(sylvine%1:27:00::)","a mineral consisting of native potassium chloride; an important ore of potassium that is found in sedimentary beds","","sylvite,sylvine"
"atomic number 29",114572383,,"noun.substance",27,"n","atomic number 29#1(atomic_number_29%1:27:00::),copper#1(copper%1:27:00::),Cu#1(cu%1:27:00::)","a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor","","atomic number 29,copper,Cu",1,15,"substance holonym",114652817,"noun.substance",27,"n","brass#1(brass%1:27:00::)","an alloy of copper and zinc","","brass"
"atomic number 29",114572383,,"noun.substance",27,"n","atomic number 29#1(atomic_number_29%1:27:00::),copper#1(copper%1:27:00::),Cu#1(cu%1:27:00::)","a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor","","atomic number 29,copper,Cu",1,15,"substance holonym",114653095,"noun.substance",27,"n","bronze#1(bronze%1:27:00::)","an alloy of copper and tin and sometimes other elements; also any copper-base alloy containing other elements in place of tin","","bronze"
"atomic number 29",114572383,,"noun.substance",27,"n","atomic number 29#1(atomic_number_29%1:27:00::),copper#1(copper%1:27:00::),Cu#1(cu%1:27:00::)","a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor","","atomic number 29,copper,Cu",1,15,"substance holonym",114606988,"noun.substance",27,"n","copper glance#1(copper_glance%1:27:00::),chalcocite#1(chalcocite%1:27:00::)","a heavy grey mineral that is an ore of copper","","copper glance,chalcocite"
"belting",102823668,,"noun.artifact",6,"n","belting#1(belting%1:06:00::)","the material of which belts are made","","belting",1,15,"substance holonym",102823124,"noun.artifact",6,"n","belt#1(belt%1:06:01::)","endless loop of flexible material between two rotating shafts or pulleys","","belt"
"osseous tissue",114690283,,"noun.substance",27,"n","osseous tissue#1(osseous_tissue%1:27:00::),bone#2(bone%1:27:00::)","the porous calcified substance from which bones are made","","osseous tissue,bone",1,15,"substance holonym",105201530,"noun.body",8,"n","bone#1(bone%1:08:00::),os#5(os%1:08:00::)","rigid connective tissue that makes up the skeleton of vertebrates","","bone,os"
"calcium chloride",114864927,,"noun.substance",27,"n","calcium chloride#1(calcium_chloride%1:27:00::)","a deliquescent salt; used in de-icing and as a drying agent","","calcium chloride",1,15,"substance holonym",114935470,"noun.substance",27,"n","brine#1(brine%1:27:00::),seawater#1(seawater%1:27:00::),saltwater#1(saltwater%1:27:00::)","water containing salts","the water in the ocean is all saltwater","brine,seawater,saltwater"
"balsam",114825628,,"noun.substance",27,"n","balsam#2(balsam%1:27:00::)","any of various fragrant oleoresins used in medicines and perfumes","","balsam",2,15,"substance holonym",111487843,"noun.plant",20,"n","balsam#1(balsam%1:20:00::)","any seed plant yielding balsam","","balsam"
"rapeseed",111815070,,"noun.plant",20,"n","rapeseed#1(rapeseed%1:20:00::)","seed of rape plants; source of an edible oil","","rapeseed",1,15,"substance holonym",111814897,"noun.plant",20,"n","Brassica napus#1(brassica_napus%1:20:00::),rape#1(rape%1:20:00::),colza#1(colza%1:20:00::)","Eurasian plant cultivated for its seed and as a forage crop","","Brassica napus,rape,colza"
"gypsum",114614403,,"noun.substance",27,"n","gypsum#1(gypsum%1:27:00::)","a common white or colorless mineral (hydrated calcium sulphate) used to make cements and plasters (especially plaster of Paris)","","gypsum",1,15,"substance holonym",114919478,"noun.substance",27,"n","plaster of Paris#1(plaster_of_paris%1:27:00::),plaster#2(plaster%1:27:01::)","any of several gypsum cements; a white powder (a form of calcium sulphate) that forms a paste when mixed with water and hardens into a solid; used in making molds and sculptures and casts for broken limbs","","plaster of Paris,plaster"
"warp",104484089,,"noun.artifact",6,"n","warp#4(warp%1:06:00::)","yarn arranged lengthways on a loom and crossed by the woof","","warp",4,15,"substance holonym",103290884,"noun.artifact",6,"n","cloth#1(cloth%1:06:00::),textile#1(textile%1:06:00::),fabric#1(fabric%1:06:00::),material#3(material%1:06:00::)","artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers","the fabric in the curtains was light and semitransparent|she measured off enough material for a dress|woven cloth originated in Mesopotamia around 5000 BC","cloth,textile,fabric,material"
"woollen",104530836,,"noun.artifact",6,"n","wool#1(wool%1:06:00::),woollen#1(woollen%1:06:00::),woolen#1(woolen%1:06:00::)","a fabric made from the hair of sheep","","wool,woollen,woolen",1,15,"substance holonym",104437795,"noun.artifact",6,"n","tweed#1(tweed%1:06:00::)","thick woolen fabric used for clothing; originated in Scotland","","tweed"
"marihuana",102944097,,"noun.artifact",6,"n","cannabis#2(cannabis%1:06:00::),marijuana#2(marijuana%1:06:00::),marihuana#2(marihuana%1:06:00::),ganja#2(ganja%1:06:00::)","the most commonly used illicit drug; considered a soft drug, it consists of the dried leaves of the hemp plant; smoked or chewed for euphoric effect","","cannabis,marijuana,marihuana,ganja",2,15,"substance holonym",103572237,"noun.artifact",6,"n","reefer#1(reefer%1:06:00::),spliff#1(spliff%1:06:00::),marijuana cigarette#1(marijuana_cigarette%1:06:00::),joint#6(joint%1:06:00::),stick#8(stick%1:06:02::)","marijuana leaves rolled into a cigarette for smoking","","reefer,spliff,marijuana cigarette,joint,stick"
"ptyalin",114674305,,"noun.substance",27,"n","ptyalin#1(ptyalin%1:27:00::)","an amylase secreted in saliva","","ptyalin",1,15,"substance holonym",105347672,"noun.body",8,"n","saliva#1(saliva%1:08:00::),spittle#1(spittle%1:08:00::),spit#2(spit%1:08:00::)","a clear liquid secreted into the mouth by the salivary glands and mucous glands of the mouth; moistens the mouth and starts the digestion of starches","","saliva,spittle,spit"
"zr",114598943,,"noun.substance",27,"n","atomic number 40#1(atomic_number_40%1:27:00::),Zr#1(zr%1:27:00::),zirconium#1(zirconium%1:27:00::)","a lustrous grey strong metallic element resembling titanium; it is used in nuclear reactors as a neutron absorber; it occurs in baddeleyite but is obtained chiefly from zircon","","atomic number 40,Zr,zirconium",1,15,"substance holonym",114604593,"noun.substance",27,"n","baddeleyite#1(baddeleyite%1:27:00::)","a mineral consisting of zirconium oxide","","baddeleyite"
"silicon dioxide",114967298,,"noun.substance",27,"n","silica#1(silica%1:27:00::),silicon oxide#1(silicon_oxide%1:27:00::),silicon dioxide#1(silicon_dioxide%1:27:00::)","a white or colorless vitreous insoluble solid (SiO2); various forms occur widely in the earth's crust as quartz or cristobalite or tridymite or lechatelierite","","silica,silicon oxide,silicon dioxide",1,15,"substance holonym",114808801,"noun.substance",27,"n","quartz#1(quartz%1:27:01::),lechatelierite#1(lechatelierite%1:27:00::),vitreous silica#1(vitreous_silica%1:27:00::),quartz glass#1(quartz_glass%1:27:00::),crystal#4(crystal%1:27:01::)","colorless glass made of almost pure silica","","quartz,lechatelierite,vitreous silica,quartz glass,crystal"
"magnetite",114873252,,"noun.substance",27,"n","magnetite#1(magnetite%1:27:00::),magnetic iron-ore#1(magnetic_iron-ore%1:27:00::)","an oxide of iron that is strongly attracted by magnets","","magnetite,magnetic iron-ore",1,15,"substance holonym",114610768,"noun.substance",27,"n","emery#1(emery%1:27:00::)","a hard grey-black mineral consisting of corundum and either hematite or magnetite; used as an abrasive (especially as a coating on paper)","","emery"
"shell",114690971,3,"noun.substance",27,"n","shell#2(shell%1:27:00::)","the material that forms the hard outer covering of many animals","","shell",2,15,"substance holonym",101906501,"noun.animal",5,"n","carapace#1(carapace%1:05:00::),shell#3(shell%1:05:02::),shield#3(shield%1:05:00::),cuticle#3(cuticle%1:05:00::)","hard outer covering or case of certain organisms such as arthropods and turtles","","carapace,shell,shield,cuticle"
"ge",114575178,,"noun.substance",27,"n","atomic number 32#1(atomic_number_32%1:27:00::),Ge#1(ge%1:27:00::),germanium#1(germanium%1:27:00::)","a brittle grey crystalline element that is a semiconducting metalloid (resembling silicon) used in transistors; occurs in germanite and argyrodite","","atomic number 32,Ge,germanium",1,15,"substance holonym",114603843,"noun.substance",27,"n","argyrodite#1(argyrodite%1:27:00::)","a rare steel-grey mineral consisting of silver and germanium and sulfur","","argyrodite"
"oil of wintergreen",107743536,,"noun.food",13,"n","wintergreen oil#1(wintergreen_oil%1:13:00::),oil of wintergreen#1(oil_of_wintergreen%1:13:00::)","oil or flavoring obtained from the creeping wintergreen or teaberry plant","","wintergreen oil,oil of wintergreen",1,15,"substance holonym",112170988,"noun.plant",20,"n","teaberry#1(teaberry%1:20:00::),mountain tea#1(mountain_tea%1:20:00::),checkerberry#1(checkerberry%1:20:00::),creeping wintergreen#1(creeping_wintergreen%1:20:00::),Gaultheria procumbens#1(gaultheria_procumbens%1:20:00::),wintergreen#2(wintergreen%1:20:02::),ground-berry#2(ground-berry%1:20:01::),groundberry#2(groundberry%1:20:01::)","creeping shrub of eastern North America having white bell-shaped flowers followed by spicy red berrylike fruit and shiny aromatic leaves that yield wintergreen oil","","teaberry,mountain tea,checkerberry,creeping wintergreen,Gaultheria procumbens,wintergreen,ground-berry,groundberry"
"cubeb",113085875,,"noun.plant",20,"n","cubeb#1(cubeb%1:20:02::)","spicy fruit of the cubeb vine; when dried and crushed is used medicinally or in perfumery and sometimes smoked in cigarettes","","cubeb",1,15,"substance holonym",103133546,"noun.artifact",6,"n","cubeb cigarette#1(cubeb_cigarette%1:06:00::),cubeb#3(cubeb%1:06:00::)","a cigarette containing cubeb","","cubeb cigarette,cubeb"
"satinwood",112633189,,"noun.plant",20,"n","satinwood#2(satinwood%1:20:02::)","hard yellowish wood of a satinwood tree having a satiny luster; used for fine cabinetwork and tools","","satinwood",2,15,"substance holonym",112632995,"noun.plant",20,"n","Chloroxylon swietenia#1(chloroxylon_swietenia%1:20:00::),satinwood tree#1(satinwood_tree%1:20:00::),satinwood#3(satinwood%1:20:00::)","East Indian tree with valuable hard lustrous yellowish wood","","Chloroxylon swietenia,satinwood tree,satinwood"
"tea",107863736,,"noun.food",13,"n","tea leaf#1(tea_leaf%1:13:00::),tea#5(tea%1:13:02::)","dried leaves of the tea shrub; used to make tea","the store shelves held many different kinds of tea|they threw the tea into Boston harbor","tea leaf,tea",5,15,"substance holonym",107864169,"noun.food",13,"n","tea#1(tea%1:13:00::)","a beverage made by steeping tea leaves in water","iced tea is a cooling drink","tea"
"silicon",114591203,,"noun.substance",27,"n","atomic number 14#1(atomic_number_14%1:27:00::),silicon#1(silicon%1:27:00::),Si#1(si%1:27:00::)","a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors","","atomic number 14,silicon,Si",1,15,"substance holonym",114945329,"noun.substance",27,"n","sand#1(sand%1:27:00::)","a loose material consisting of grains of rock or coral","","sand"
"paving",103852428,,"noun.artifact",6,"n","pavement#1(pavement%1:06:00::),paving#2(paving%1:06:00::)","the paved surface of a thoroughfare","","pavement,paving",2,15,"substance holonym",104275844,"noun.artifact",6,"n","street#1(street%1:06:00::)","a thoroughfare (usually including sidewalks) that is lined with buildings","they walked the streets of the small town|he lives on Nassau Street","street"
"paving",103852428,,"noun.artifact",6,"n","pavement#1(pavement%1:06:00::),paving#2(paving%1:06:00::)","the paved surface of a thoroughfare","","pavement,paving",2,15,"substance holonym",104040560,"noun.artifact",6,"n","road#1(road%1:06:00::),route#2(route%1:06:00::)","an open way (generally public) for travel or transportation","","road,route"
"atomic number 51",114565329,,"noun.substance",27,"n","antimony#1(antimony%1:27:00::),Sb#1(sb%1:27:00::),atomic number 51#1(atomic_number_51%1:27:00::)","a metallic element having four allotropic forms; used in a wide variety of alloys; found in stibnite","","antimony,Sb,atomic number 51",1,15,"substance holonym",114986119,"noun.substance",27,"n","stibnite#1(stibnite%1:27:00::)","a soft grey mineral; the chief ore of antimony","","stibnite"
"atomic number 33",114565810,,"noun.substance",27,"n","As#1(as%1:27:00::),atomic number 33#1(atomic_number_33%1:27:00::),arsenic#2(arsenic%1:27:00::)","a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar","","As,atomic number 33,arsenic",1,15,"substance holonym",114603990,"noun.substance",27,"n","mispickel#1(mispickel%1:27:00::),arsenopyrite#1(arsenopyrite%1:27:00::)","a silver-white or grey ore of arsenic","","mispickel,arsenopyrite"
"si",114591203,,"noun.substance",27,"n","atomic number 14#1(atomic_number_14%1:27:00::),silicon#1(silicon%1:27:00::),Si#1(si%1:27:00::)","a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors","","atomic number 14,silicon,Si",1,15,"substance holonym",114794231,"noun.substance",27,"n","felspar#1(felspar%1:27:00::),feldspar#1(feldspar%1:27:00::)","any of a group of hard crystalline minerals that consist of aluminum silicates of potassium or sodium or calcium or barium","","felspar,feldspar"
"nitroglycerine",114815612,,"noun.substance",27,"n","glyceryl trinitrate#1(glyceryl_trinitrate%1:27:00::),trinitroglycerin#1(trinitroglycerin%1:27:00::),nitroglycerine#1(nitroglycerine%1:27:00::),nitroglycerin#1(nitroglycerin%1:27:00::)","a heavy yellow poisonous oily explosive liquid obtained by nitrating glycerol; used in making explosives and medically as a vasodilator","","glyceryl trinitrate,trinitroglycerin,nitroglycerine,nitroglycerin",1,15,"substance holonym",103243966,"noun.artifact",6,"n","dynamite#1(dynamite%1:06:00::)","an explosive containing nitrate sensitized with nitroglycerin absorbed on wood pulp","","dynamite"
"nitroglycerine",114815612,,"noun.substance",27,"n","glyceryl trinitrate#1(glyceryl_trinitrate%1:27:00::),trinitroglycerin#1(trinitroglycerin%1:27:00::),nitroglycerine#1(nitroglycerine%1:27:00::),nitroglycerin#1(nitroglycerin%1:27:00::)","a heavy yellow poisonous oily explosive liquid obtained by nitrating glycerol; used in making explosives and medically as a vasodilator","","glyceryl trinitrate,trinitroglycerin,nitroglycerine,nitroglycerin",1,15,"substance holonym",103096383,"noun.artifact",6,"n","cordite#1(cordite%1:06:00::)","explosive powder (nitroglycerin and guncotton and petrolatum) dissolved in acetone and dried and extruded in brown cords","","cordite"
"sandarac",111578663,,"noun.plant",20,"n","sandarac#1(sandarac%1:20:02::),citronwood#2(citronwood%1:20:02::)","durable fragrant wood; used in building (as in the roof of the cathedral at Cordova, Spain)","","sandarac,citronwood",1,15,"substance holonym",111578179,"noun.plant",20,"n","Callitris quadrivalvis#1(callitris_quadrivalvis%1:20:00::),Tetraclinis articulata#1(tetraclinis_articulata%1:20:00::),sandarac tree#1(sandarac_tree%1:20:00::),sandarac#3(sandarac%1:20:01::)","large coniferous evergreen tree of North Africa and Spain having flattened branches and scalelike leaves yielding a hard fragrant wood; bark yields a resin used in varnishes","","Callitris quadrivalvis,Tetraclinis articulata,sandarac tree,sandarac"
"k",114587469,,"noun.substance",27,"n","atomic number 19#1(atomic_number_19%1:27:00::),potassium#1(potassium%1:27:00::),K#2(k%1:27:00::)","a light soft silver-white metallic element of the alkali metal group; oxidizes rapidly in air and reacts violently with water; is abundant in nature in combined forms occurring in sea water and in carnallite and kainite and sylvite","","atomic number 19,potassium,K",2,15,"substance holonym",114991598,"noun.substance",27,"n","sylvite#1(sylvite%1:27:00::),sylvine#1(sylvine%1:27:00::)","a mineral consisting of native potassium chloride; an important ore of potassium that is found in sedimentary beds","","sylvite,sylvine"
"k",114587469,,"noun.substance",27,"n","atomic number 19#1(atomic_number_19%1:27:00::),potassium#1(potassium%1:27:00::),K#2(k%1:27:00::)","a light soft silver-white metallic element of the alkali metal group; oxidizes rapidly in air and reacts violently with water; is abundant in nature in combined forms occurring in sea water and in carnallite and kainite and sylvite","","atomic number 19,potassium,K",2,15,"substance holonym",114616507,"noun.substance",27,"n","langbeinite#1(langbeinite%1:27:00::)","a mineral consisting of potassium magnesium double sulphate; used as a fertilizer","","langbeinite"
"pb",114580128,,"noun.substance",27,"n","atomic number 82#1(atomic_number_82%1:27:00::),Pb#1(pb%1:27:00::),lead#2(lead%1:27:00::)","a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull grey","the children were playing with lead soldiers","atomic number 82,Pb,lead",1,15,"substance holonym",114606822,"noun.substance",27,"n","white lead ore#1(white_lead_ore%1:27:00::),cerussite#1(cerussite%1:27:00::)","a mineral consisting of lead carbonate that is an important source of lead","","white lead ore,cerussite"
"cerium",114570618,,"noun.substance",27,"n","atomic number 58#1(atomic_number_58%1:27:00::),Ce#1(ce%1:27:00::),cerium#1(cerium%1:27:00::)","a ductile grey metallic element of the lanthanide series; used in lighter flints; the most abundant of the rare-earth group","","atomic number 58,Ce,cerium",1,15,"substance holonym",114604709,"noun.substance",27,"n","bastnasite#1(bastnasite%1:27:00::),bastnaesite#1(bastnaesite%1:27:00::)","a yellow-to-brown mineral that is a source of rare earth elements","","bastnasite,bastnaesite"
"nickel",114583271,4,"noun.substance",27,"n","atomic number 28#1(atomic_number_28%1:27:00::),nickel#1(nickel%1:27:00::),Ni#1(ni%1:27:00::)","a hard malleable ductile silvery metallic element that is resistant to corrosion; used in alloys; occurs in pentlandite and smaltite and garnierite and millerite","","atomic number 28,nickel,Ni",1,15,"substance holonym",114612951,"noun.substance",27,"n","garnierite#1(garnierite%1:27:00::)","a green mineral consisting of hydrated nickel magnesium silicate; a source of nickel","","garnierite"
"ni",114583271,,"noun.substance",27,"n","atomic number 28#1(atomic_number_28%1:27:00::),nickel#1(nickel%1:27:00::),Ni#1(ni%1:27:00::)","a hard malleable ductile silvery metallic element that is resistant to corrosion; used in alloys; occurs in pentlandite and smaltite and garnierite and millerite","","atomic number 28,nickel,Ni",1,15,"substance holonym",114626297,"noun.substance",27,"n","pentlandite#1(pentlandite%1:27:00::)","a mineral (iron and nickel sulphide) that is the chief ore of nickel","","pentlandite"
"raffia",112530786,,"noun.plant",20,"n","raffia#2(raffia%1:20:02::)","fiber of a raffia palm used as light cordage and in making hats and baskets","","raffia",2,15,"substance holonym",112530470,"noun.plant",20,"n","Raffia farinifera#1(raffia_farinifera%1:20:00::),Raffia ruffia#1(raffia_ruffia%1:20:00::),raffia palm#1(raffia_palm%1:20:00::)","a large feather palm of Africa and Madagascar having very long pinnatisect fronds yielding a strong commercially important fiber from its leafstalks","","Raffia farinifera,Raffia ruffia,raffia palm"
"cellulose",114724848,5,"noun.substance",27,"n","cellulose#1(cellulose%1:27:00::)","a polysaccharide that is the chief constituent of all plant tissues and fibers","","cellulose",1,15,"substance holonym",114796159,"noun.substance",27,"n","fibre#1(fibre%1:27:00::),fiber#1(fiber%1:27:00::)","a slender and greatly elongated substance capable of being spun into yarn","","fibre,fiber"
"gd",114574702,,"noun.substance",27,"n","atomic number 64#1(atomic_number_64%1:27:00::),gadolinium#1(gadolinium%1:27:00::),Gd#2(gd%1:27:00::)","a ductile silvery-white ductile ferromagnetic trivalent metallic element of the rare earth group","","atomic number 64,gadolinium,Gd",2,15,"substance holonym",114939272,"noun.substance",27,"n","samarskite#1(samarskite%1:27:00::)","a complex black mineral occurring in pegmatites","","samarskite"
"spirits of ammonia",114977972,,"noun.substance",27,"n","spirits of ammonia#1(spirits_of_ammonia%1:27:00::),sal volatile#1(sal_volatile%1:27:00::)","a solution of ammonium carbonate in ammonia water and alcohol","","spirits of ammonia,sal volatile",1,15,"substance holonym",114969308,"noun.substance",27,"n","smelling salts#1(smelling_salts%1:27:00::)","a pungent preparation of ammonium carbonate and perfume; sniffed as a stimulant to relieve faintness","","smelling salts"
"cassiri",107863218,,"noun.food",13,"n","cassiri#1(cassiri%1:13:00::)","a drink resembling beer; made from fermented cassava juice","","cassiri",1,15,"substance holonym",112862169,"noun.plant",20,"n","bitter cassava#1(bitter_cassava%1:20:00::),gari#1(gari%1:20:00::),mandioc#1(mandioc%1:20:00::),tapioca plant#1(tapioca_plant%1:20:00::),Manihot esculenta#1(manihot_esculenta%1:20:00::),Manihot utilissima#1(manihot_utilissima%1:20:00::),mandioca#1(mandioca%1:20:00::),manioc#3(manioc%1:20:00::)","cassava with long tuberous edible roots and soft brittle stems; used especially to make cassiri (an intoxicating drink) and tapioca","","bitter cassava,gari,mandioc,tapioca plant,Manihot esculenta,Manihot utilissima,mandioca,manioc"
"strychnine",114651038,4,"noun.substance",27,"n","strychnine#1(strychnine%1:27:00::)","an alkaloid plant toxin extracted chiefly from nux vomica; formerly used as a stimulant","","strychnine",1,15,"substance holonym",103790432,"noun.artifact",6,"n","nux vomica#1(nux_vomica%1:06:00::)","a medicine made from the seeds of an Asiatic tree; contains strychnine and brucine; formerly used as a stimulant","","nux vomica"
"hematite",114834598,,"noun.substance",27,"n","hematite#1(hematite%1:27:00::),haematite#1(haematite%1:27:00::)","the principal form of iron ore; consists of ferric oxide in crystalline form; occurs in a red earthy form","","hematite,haematite",1,15,"substance holonym",114610768,"noun.substance",27,"n","emery#1(emery%1:27:00::)","a hard grey-black mineral consisting of corundum and either hematite or magnetite; used as an abrasive (especially as a coating on paper)","","emery"
"caraway seed",107758177,,"noun.food",13,"n","caraway seed#1(caraway_seed%1:13:00::)","aromatic seeds of the caraway plant; used widely as seasoning","","caraway seed",1,15,"substance holonym",107841140,"noun.food",13,"n","kummel#1(kummel%1:13:00::)","liqueur flavored with caraway seed or cumin","","kummel"
"myeline",114884839,,"noun.substance",27,"n","medulla#1(medulla%1:27:00::),myeline#1(myeline%1:27:00::),myelin#1(myelin%1:27:00::)","a white fatty substance that forms a medullary sheath around the axis cylinder of some nerve fibers","","medulla,myeline,myelin",1,15,"substance holonym",105396467,"noun.body",8,"n","myelin sheath#1(myelin_sheath%1:08:00::),medullary sheath#1(medullary_sheath%1:08:00::)","a layer of myelin encasing (and insulating) the axons of medullated nerve fibers","","myelin sheath,medullary sheath"
"caffeine",114693557,,"noun.substance",27,"n","caffeine#1(caffeine%1:27:00::),caffein#1(caffein%1:27:00::)","a bitter alkaloid found in coffee and tea that is responsible for their stimulating effects","","caffeine,caffein",1,15,"substance holonym",107864169,"noun.food",13,"n","tea#1(tea%1:13:00::)","a beverage made by steeping tea leaves in water","iced tea is a cooling drink","tea"
"shirting",104140712,,"noun.artifact",6,"n","shirting#1(shirting%1:06:00::)","any of various fabrics used to make men's shirts","","shirting",1,15,"substance holonym",104139870,"noun.artifact",6,"n","shirt#1(shirt%1:06:00::)","a garment worn on the upper half of the body","","shirt"
"pyroxene",114630021,,"noun.substance",27,"n","pyroxene#1(pyroxene%1:27:00::)","any of a group of crystalline silicate mineral common in igneous and metamorphic rocks","","pyroxene",1,15,"substance holonym",114620072,"noun.substance",27,"n","nephelinite#1(nephelinite%1:27:00::)","an igneous rock consisting of nepheline and pyroxene","","nephelinite"
"straw",114886885,10,"noun.substance",27,"n","straw#1(straw%1:27:00::)","plant fiber used e.g. for making baskets and hats or as fodder","","straw",1,15,"substance holonym",103824721,"noun.artifact",6,"n","padding#1(padding%1:06:00::),cushioning#1(cushioning%1:06:00::)","artifact consisting of soft or resilient material used to fill or give shape or protect or add comfort","","padding,cushioning"
