"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"c",114758725,,"noun.substance",27,"n","cytosine#1(cytosine%1:27:00::),C#5(c%1:27:02::)","a base found in DNA and RNA and derived from pyrimidine; pairs with guanine","","cytosine,C",5,15,"substance holonym",114760578,"noun.substance",27,"n","desoxyribonucleic acid#1(desoxyribonucleic_acid%1:27:00::),DNA#1(dna%1:27:00::),deoxyribonucleic acid#1(deoxyribonucleic_acid%1:27:00::)","(biochemistry) a long linear polymer found in the nucleus of a cell and formed from nucleotides and shaped like a double helix; associated with the transmission of genetic information","DNA is the king of molecules","desoxyribonucleic acid,DNA,deoxyribonucleic acid"
"tulipwood",111647796,,"noun.plant",20,"n","true tulipwood#1(true_tulipwood%1:20:00::),yellow poplar#1(yellow_poplar%1:20:02::),whitewood#1(whitewood%1:20:00::),tulipwood#2(tulipwood%1:20:00::),white poplar#2(white_poplar%1:20:02::)","light easily worked wood of a tulip tree; used for furniture and veneer","","true tulipwood,yellow poplar,whitewood,tulipwood,white poplar",2,15,"substance holonym",111647457,"noun.plant",20,"n","canary whitewood#1(canary_whitewood%1:20:00::),Liriodendron tulipifera#1(liriodendron_tulipifera%1:20:00::),tulip poplar#1(tulip_poplar%1:20:00::),tulip tree#1(tulip_tree%1:20:00::),yellow poplar#2(yellow_poplar%1:20:00::)","tall North American deciduous timber tree having large tulip-shaped greenish yellow flowers and conelike fruit; yields soft white woods used especially for cabinet work","","canary whitewood,Liriodendron tulipifera,tulip poplar,tulip tree,yellow poplar"
"soya bean",107660108,,"noun.food",13,"n","soya#2(soya%1:13:00::),soybean#3(soybean%1:13:00::),soya bean#3(soya_bean%1:13:00::),soy#4(soy%1:13:00::)","the most highly proteinaceous vegetable known; the fruit of the soybean plant is used in a variety of foods and as fodder (especially as a replacement for animal protein)","","soya,soybean,soya bean,soy",3,15,"substance holonym",107756595,"noun.food",13,"n","soy sauce#1(soy_sauce%1:13:00::),soy#3(soy%1:13:01::)","thin sauce made of fermented soy beans","","soy sauce,soy"
"serum globulin",114667918,,"noun.substance",27,"n","serum globulin#1(serum_globulin%1:27:00::)","globulins occurring in blood serum and containing most of the antibodies of the blood","","serum globulin",1,15,"substance holonym",105334622,"noun.body",8,"n","serum#1(serum%1:08:00::),blood serum#1(blood_serum%1:08:00::)","an amber, watery fluid, rich in proteins, that separates out when blood coagulates","","serum,blood serum"
"ravelling",114929582,,"noun.substance",27,"n","ravelling#1(ravelling%1:27:00::),raveling#1(raveling%1:27:00::)","a bit of fiber that has become separated from woven fabric","","ravelling,raveling",1,15,"substance holonym",114866169,"noun.substance",27,"n","lint#1(lint%1:27:02::)","fine ravellings of cotton or linen fibers","","lint"
"atomic number 70",114598144,,"noun.substance",27,"n","atomic number 70#1(atomic_number_70%1:27:00::),Yb#1(yb%1:27:00::),ytterbium#1(ytterbium%1:27:00::)","a soft silvery metallic element; a rare earth of the lanthanide series; it occurs in gadolinite and monazite and xenotime","","atomic number 70,Yb,ytterbium",1,15,"substance holonym",114619267,"noun.substance",27,"n","monazite#1(monazite%1:27:00::)","a reddish-brown mineral containing rare earth metals; an important source of thorium and cerium","","monazite"
"sulphur",114592881,,"noun.substance",27,"n","atomic number 16#1(atomic_number_16%1:27:00::),sulphur#1(sulphur%1:27:00::),sulfur#1(sulfur%1:27:00::),S#2(s%1:27:00::)","an abundant tasteless odorless multivalent nonmetallic element; best known in yellow crystals; occurs in many sulphide and sulphate minerals and even in native form (especially in volcanic regions)","","atomic number 16,sulphur,sulfur,S",1,15,"substance holonym",115018596,"noun.substance",27,"n","oil of vitriol#1(oil_of_vitriol%1:27:00::),vitriol#1(vitriol%1:27:00::),sulphuric acid#1(sulphuric_acid%1:27:00::),sulfuric acid#1(sulfuric_acid%1:27:00::)","(H2SO4) a highly corrosive acid made from sulfur dioxide; widely used in the chemical industry","","oil of vitriol,vitriol,sulphuric acid,sulfuric acid"
"atomic number 79",114575460,,"noun.substance",27,"n","atomic number 79#1(atomic_number_79%1:27:00::),Au#1(au%1:27:00::),gold#3(gold%1:27:00::)","a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia","","atomic number 79,Au,gold",1,15,"substance holonym",103421465,"noun.artifact",6,"n","gold foil#1(gold_foil%1:06:00::)","foil made of gold","","gold foil"
"animal tissue",105199177,,"noun.body",8,"n","animal tissue#1(animal_tissue%1:08:00::)","the tissue in the bodies of animals","","animal tissue",1,15,"substance holonym",100015568,"noun.tops",3,"n","creature#1(creature%1:03:00::),animate being#1(animate_being%1:03:00::),animal#1(animal%1:03:00::),beast#1(beast%1:03:00::),fauna#2(fauna%1:03:00::),brute#2(brute%1:03:00::)","a living organism characterized by voluntary movement","","creature,animate being,animal,beast,fauna,brute"
"mn",114581315,,"noun.substance",27,"n","atomic number 25#1(atomic_number_25%1:27:00::),manganese#1(manganese%1:27:00::),Mn#1(mn%1:27:00::)","a hard brittle grey polyvalent metallic element that resembles iron but is not magnetic; used in making steel; occurs in many minerals","","atomic number 25,manganese,Mn",1,15,"substance holonym",114617725,"noun.substance",27,"n","manganite#1(manganite%1:27:00::)","a black mineral consisting of basic manganese oxide; a source of manganese","","manganite"
"substantia alba",105415459,,"noun.body",8,"n","white matter#1(white_matter%1:08:00::),substantia alba#1(substantia_alba%1:08:00::)","whitish nervous tissue of the CNS consisting of neurons and their myelin sheaths","","white matter,substantia alba",1,15,"substance holonym",105412576,"noun.body",8,"n","central nervous system#1(central_nervous_system%1:08:00::),systema nervosum centrale#1(systema_nervosum_centrale%1:08:00::),CNS#1(cns%1:08:00::)","the portion of the vertebrate nervous system consisting of the brain and spinal cord","","central nervous system,systema nervosum centrale,CNS"
"quicksilver",114582007,,"noun.substance",27,"n","atomic number 80#1(atomic_number_80%1:27:00::),Hg#1(hg%1:27:00::),quicksilver#1(quicksilver%1:27:00::),mercury#1(mercury%1:27:00::),hydrargyrum#1(hydrargyrum%1:27:00::)","a heavy silvery toxic univalent and bivalent metallic element; the only metal that is liquid at ordinary temperatures","","atomic number 80,Hg,quicksilver,mercury,hydrargyrum",1,15,"substance holonym",114878107,"noun.substance",27,"n","mercurous chloride#1(mercurous_chloride%1:27:00::),calomel#1(calomel%1:27:00::)","a tasteless colorless powder used medicinally as a cathartic","","mercurous chloride,calomel"
"quicksilver",114582007,,"noun.substance",27,"n","atomic number 80#1(atomic_number_80%1:27:00::),Hg#1(hg%1:27:00::),quicksilver#1(quicksilver%1:27:00::),mercury#1(mercury%1:27:00::),hydrargyrum#1(hydrargyrum%1:27:00::)","a heavy silvery toxic univalent and bivalent metallic element; the only metal that is liquid at ordinary temperatures","","atomic number 80,Hg,quicksilver,mercury,hydrargyrum",1,15,"substance holonym",114608212,"noun.substance",27,"n","cinnabar#1(cinnabar%1:27:00::)","a heavy reddish mineral consisting of mercuric sulfide; the chief source of mercury","","cinnabar"
"carbon",114569867,6,"noun.substance",27,"n","atomic number 6#1(atomic_number_6%1:27:00::),carbon#1(carbon%1:27:00::),C#6(c%1:27:00::)","an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond; occurs in all organic compounds","","atomic number 6,carbon,C",1,15,"substance holonym",114907454,"noun.substance",27,"n","crude#1(crude%1:27:00::),crude oil#1(crude_oil%1:27:00::),rock oil#1(rock_oil%1:27:00::),petroleum#1(petroleum%1:27:00::),fossil oil#1(fossil_oil%1:27:00::),oil#3(oil%1:27:01::)","a dark oil consisting mainly of hydrocarbons","","crude,crude oil,rock oil,petroleum,fossil oil,oil"
"manganese",114581315,,"noun.substance",27,"n","atomic number 25#1(atomic_number_25%1:27:00::),manganese#1(manganese%1:27:00::),Mn#1(mn%1:27:00::)","a hard brittle grey polyvalent metallic element that resembles iron but is not magnetic; used in making steel; occurs in many minerals","","atomic number 25,manganese,Mn",1,15,"substance holonym",114617725,"noun.substance",27,"n","manganite#1(manganite%1:27:00::)","a black mineral consisting of basic manganese oxide; a source of manganese","","manganite"
"buffer",114717027,8,"noun.substance",27,"n","buffer#1(buffer%1:27:00::)","(chemistry) an ionic compound that resists changes in its pH","","buffer",1,15,"substance holonym",114717196,"noun.substance",27,"n","buffer solution#1(buffer_solution%1:27:00::)","a solution containing a buffer","","buffer solution"
"hazel",112224338,,"noun.plant",20,"n","hazel#2(hazel%1:20:03::)","the fine-grained wood of a hazelnut tree (genus Corylus) and the hazel tree (Australian genus Pomaderris)","","hazel",2,15,"substance holonym",112224046,"noun.plant",20,"n","hazelnut#1(hazelnut%1:20:00::),hazelnut tree#1(hazelnut_tree%1:20:00::),hazel#3(hazel%1:20:01::)","any of several shrubs or small trees of the genus Corylus bearing edible nuts enclosed in a leafy husk","","hazelnut,hazelnut tree,hazel"
"glass",114810354,22,"noun.substance",27,"n","glass#1(glass%1:27:00::)","a brittle transparent solid with irregular atomic structure","","glass",1,15,"substance holonym",103416370,"noun.artifact",6,"n","glasswork#1(glasswork%1:06:00::),glassware#1(glassware%1:06:00::)","an article of tableware made of glass","","glasswork,glassware"
"elemi",112626509,,"noun.plant",20,"n","gum elemi#1(gum_elemi%1:20:00::),elemi#1(elemi%1:20:00::)","fragrant resin obtain from trees of the family Burseraceae and used as incense","","gum elemi,elemi",1,15,"substance holonym",112626134,"noun.plant",20,"n","incense tree#1(incense_tree%1:20:00::)","any of various tropical trees of the family Burseraceae yielding fragrant gums or resins that are burned as incense","","incense tree"
"hyaluronic acid",114838773,,"noun.substance",27,"n","hyaluronic acid#1(hyaluronic_acid%1:27:00::)","a viscous mucopolysaccharide found in the connective tissue space and the synovial fluid of movable joints and the humors of the eye; a cementing and protective substance","","hyaluronic acid",1,15,"substance holonym",105346673,"noun.body",8,"n","synovial fluid#1(synovial_fluid%1:08:00::),synovia#1(synovia%1:08:00::)","viscid lubricating fluid secreted by the membrane lining joints and tendon sheaths etc.","","synovial fluid,synovia"
"hyaluronic acid",114838773,,"noun.substance",27,"n","hyaluronic acid#1(hyaluronic_acid%1:27:00::)","a viscous mucopolysaccharide found in the connective tissue space and the synovial fluid of movable joints and the humors of the eye; a cementing and protective substance","","hyaluronic acid",1,15,"substance holonym",105250087,"noun.body",8,"n","vitreous body#1(vitreous_body%1:08:00::),vitreous humour#1(vitreous_humour%1:08:00::),vitreous humor#1(vitreous_humor%1:08:00::)","the clear colorless transparent jelly that fills the posterior chamber of the eyeball","","vitreous body,vitreous humour,vitreous humor"
"alpha iron",114656494,,"noun.substance",27,"n","alpha iron#1(alpha_iron%1:27:00::)","a magnetic allotrope of iron; stable below 906 degrees centigrade","","alpha iron",1,15,"substance holonym",114788957,"noun.substance",27,"n","ferrite#1(ferrite%1:27:00::)","a solid solution in which alpha iron is the solvent","","ferrite"
"ag",114591616,,"noun.substance",27,"n","Ag#1(ag%1:27:00::),silver#1(silver%1:27:00::),atomic number 47#1(atomic_number_47%1:27:00::)","a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography","","Ag,silver,atomic number 47",1,15,"substance holonym",114603547,"noun.substance",27,"n","argentite#1(argentite%1:27:00::)","a valuable silver ore consisting of silver sulfide (Ag2S)","","argentite"
"tonic water",107860067,,"noun.food",13,"n","quinine water#1(quinine_water%1:13:00::),tonic water#1(tonic_water%1:13:00::),tonic#1(tonic%1:13:02::)","lime- or lemon-flavored carbonated water containing quinine","","quinine water,tonic water,tonic",1,15,"substance holonym",107845989,"noun.food",13,"n","gin and tonic#1(gin_and_tonic%1:13:00::)","gin and quinine water","","gin and tonic"
"locust",112430607,,"noun.plant",20,"n","locust#2(locust%1:20:02::)","hardwood from any of various locust trees","","locust",2,15,"substance holonym",112430357,"noun.plant",20,"n","locust tree#1(locust_tree%1:20:00::),locust#3(locust%1:20:00::)","any of various hardwood trees of the family Leguminosae","","locust tree,locust"
"keratin",114668274,,"noun.substance",27,"n","keratin#1(keratin%1:27:00::),ceratin#1(ceratin%1:27:00::)","a fibrous scleroprotein that occurs in the outer layer of the skin and in horny tissues such as hair, feathers, nails, and hooves","","keratin,ceratin",1,15,"substance holonym",105186389,"noun.body",8,"n","hair#1(hair%1:08:00::)","a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss","he combed his hair|each hair consists of layers of dead keratinized cells","hair"
"atomic number 56",114566659,,"noun.substance",27,"n","atomic number 56#1(atomic_number_56%1:27:00::),barium#1(barium%1:27:00::),Ba#1(ba%1:27:00::)","a soft silvery metallic element of the alkali earth group; found in barite","","atomic number 56,barium,Ba",1,15,"substance holonym",114614855,"noun.substance",27,"n","barite#1(barite%1:27:00::),heavy spar#1(heavy_spar%1:27:00::),barytes#1(barytes%1:27:00::),barium sulphate#2(barium_sulphate%1:27:01::)","a white or colorless mineral (BaSO4); the main source of barium","","barite,heavy spar,barytes,barium sulphate"
"sunflower oil",107605803,,"noun.food",13,"n","sunflower-seed oil#1(sunflower-seed_oil%1:13:00::),sunflower oil#1(sunflower_oil%1:13:00::)","oil from sunflower seeds","","sunflower-seed oil,sunflower oil",1,15,"substance holonym",107705820,"noun.food",13,"n","sunflower seed#1(sunflower_seed%1:13:00::)","edible seed of sunflowers; used as food and poultry feed and as a source of oil","","sunflower seed"
"kapok",114853961,,"noun.substance",27,"n","kapok#1(kapok%1:27:00::),vegetable silk#1(vegetable_silk%1:27:00::),silk cotton#1(silk_cotton%1:27:00::)","a plant fiber from the kapok tree; used for stuffing and insulation","","kapok,vegetable silk,silk cotton",1,15,"substance holonym",103824721,"noun.artifact",6,"n","padding#1(padding%1:06:00::),cushioning#1(cushioning%1:06:00::)","artifact consisting of soft or resilient material used to fill or give shape or protect or add comfort","","padding,cushioning"
"wool grease",114746395,,"noun.substance",27,"n","lanolin#1(lanolin%1:27:00::),wool grease#1(wool_grease%1:27:00::),wool fat#1(wool_fat%1:27:00::)","a yellow viscous animal oil extracted from wool; a mixture of fatty acids and esters; used in some ointments and cosmetics","","lanolin,wool grease,wool fat",1,15,"substance holonym",103799018,"noun.artifact",6,"n","salve#1(salve%1:06:00::),unguent#1(unguent%1:06:00::),ointment#1(ointment%1:06:00::),balm#2(balm%1:06:00::),unction#3(unction%1:06:00::)","semisolid preparation (usually containing a medicine) applied externally as a remedy or for soothing an irritation","","salve,unguent,ointment,balm,unction"
